x,y,z,px,py,pz,pw,u
-0.67335,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,899.06812
-0.67467,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,900.29425
-0.67580,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,901.33305
-0.67674,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,902.18388
-0.67750,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,902.84619
-0.67807,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,903.31957
-0.67845,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,903.60372
-0.67864,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,903.69845
-0.67864,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,903.79319
-0.67845,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,904.07734
-0.67807,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,904.55072
-0.67750,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,905.21303
-0.67674,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,906.06386
-0.67580,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,907.10266
-0.67467,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,908.32879
-0.67335,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,909.74146
-0.67184,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,911.33979
-0.67015,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,913.12276
-0.66827,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,915.08925
-0.66622,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,917.23802
-0.66398,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,919.56771
-0.66156,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,922.07685
-0.65896,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,924.76384
-0.65618,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,927.62701
-0.65323,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,930.66453
-0.65011,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,933.87450
-0.64681,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,937.25487
-0.64335,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,940.80352
-0.63972,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,944.51821
-0.63592,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,948.39658
-0.63196,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,952.43619
